,start_station_name,end_station_name,value
84757,Clinton St & Cherry St,Norfolk St & Broome St,949.0
60140,Bedford Ave & Nassau Ave,Wythe Ave & Metropolitan Ave,948.0
200512,Riverside Blvd & W 67 St,Riverside Dr & W 72 St,948.0
266854,West St & Liberty St,Spring St & Hudson St,946.0
182162,N 12 St & Bedford Ave,Wythe Ave & Metropolitan Ave,946.0
229942,W 10 St & Washington St,8 Ave & W 16 St,945.0
160125,Kent Ave & N 7 St,S 4 St & Wythe Ave,945.0
101684,E 102 St & 1 Ave,Wards Meadow Comfort Station,945.0
131769,E 91 St & 2 Ave,E 72 St & York Ave,945.0
267614,West Thames St,Pier 40 - Hudson River Park,944.0
246916,W 44 St & 11 Ave,11 Ave & W 41 St,944.0
11139,12 Ave & W 40 St,Washington St & Gansevoort St,943.0
85085,Clinton St & Grand St,Pike St & Monroe St,942.0
2384,1 Ave & E 39 St,E 39 St & 2 Ave,942.0
138866,Franklin St & Dupont St,N 6 St & Bedford Ave,942.0
183262,N Moore St & Hudson St,North Moore St & Greenwich St,941.0
205158,Riverside Dr & W 78 St,Riverside Dr & W 72 St,940.0
174257,Metropolitan Ave & Bedford Ave,S 4 St & Wythe Ave,939.0
184431,Norfolk St & Broome St,Cherry St,939.0
114990,E 33 St & 1 Ave,E 31 St & 3 Ave,939.0
82053,Christopher St & Greenwich St,W 16 St & The High Line,938.0
251065,W 54 St & 11 Ave,W 46 St & 11 Ave,936.0
142856,Fulton St & Broadway,Vesey Pl & River Terrace,931.0
153472,Hope St & Union Ave,Wythe Ave & Metropolitan Ave,931.0
51614,Amsterdam Ave & W 73 St,Riverside Blvd & W 67 St,931.0
4301,1 Ave & E 68 St,E 33 St & 1 Ave,931.0
4487,1 Ave & E 78 St,E 72 St & York Ave,930.0
174423,Metropolitan Ave & Meeker Ave,Wythe Ave & Metropolitan Ave,930.0
85027,Clinton St & Grand St,Cherry St,929.0
113310,E 25 St & 1 Ave,E 33 St & 1 Ave,928.0
134930,FDR Drive & E 35 St,1 Ave & E 44 St,924.0
80884,Centre St & Chambers St,Vesey Pl & River Terrace,923.0
265798,West St & Chambers St,Morton St & West St,922.0
116560,E 40 St & Park Ave,1 Ave & E 39 St,921.0
185386,North Moore St & Greenwich St,West St & Chambers St,921.0
61183,Berry St & N 8 St,S 4 St & Wythe Ave,920.0
66502,Broadway & Roebling St,S 4 St & Wythe Ave,920.0
229454,Vesey Pl & River Terrace,Pier 40 - Hudson River Park,919.0
216381,Spring St & Hudson St,West St & Liberty St,919.0
148993,Greenwich St & Perry St,West St & Chambers St,917.0
23525,31 St & Ditmars Blvd,Ditmars Blvd & 19 St,916.0
11049,12 Ave & W 40 St,W 22 St & 10 Ave,916.0
228866,Vesey Pl & River Terrace,12 Ave & W 40 St,916.0
11084,12 Ave & W 40 St,W 44 St & 11 Ave,915.0
111971,E 20 St & FDR Dr,E 20 St & Park Ave,915.0
167935,Little West St & 1 Pl,12 Ave & W 40 St,912.0
176202,Milton St & Franklin St,Metropolitan Ave & Bedford Ave,911.0
118641,E 47 St & Park Ave,FDR Drive & E 35 St,911.0
11023,12 Ave & W 40 St,W 15 St & 10 Ave,909.0
135329,FDR Drive & E 35 St,E 40 St & Park Ave,906.0
78177,Center Blvd & 48 Ave,Vernon Blvd & 50 Ave,905.0
115494,E 33 St & 1 Ave,W 41 St & 8 Ave,904.0
213744,South St & Gouverneur Ln,Little West St & 1 Pl,903.0
2396,1 Ave & E 39 St,E 47 St & 1 Ave,900.0
80854,Centre St & Chambers St,North Moore St & Greenwich St,899.0
9160,11 Ave & W 59 St,12 Ave & W 40 St,899.0
95034,Ditmars Blvd & 19 St,31 St & Ditmars Blvd,898.0
61153,Berry St & N 8 St,Kent Ave & N 7 St,898.0
185163,North Moore St & Greenwich St,Pier 40 - Hudson River Park,897.0
214039,South St & Gouverneur Ln,West Thames St,894.0
265120,West St & Chambers St,11 Ave & W 27 St,894.0
11058,12 Ave & W 40 St,W 30 St & 10 Ave,892.0
865,1 Ave & E 18 St,1 Ave & E 39 St,891.0
159998,Kent Ave & N 7 St,McGuinness Blvd & Eagle St,891.0
6231,10 Ave & W 14 St,Riverside Blvd & W 67 St,889.0
121605,E 54 St & 1 Ave,E 54 St & 1 Ave,887.0
259704,Washington St & Gansevoort St,Spring St & Hudson St,887.0
272514,Wythe Ave & Metropolitan Ave,Kent Ave & N 7 St,887.0
240391,W 20 St & 10 Ave,West St & Chambers St,885.0
240917,W 21 St & 6 Ave,W 16 St & The High Line,884.0
272717,Wythe Ave & Metropolitan Ave,S 5 Pl & S 5 St,884.0
259750,Washington St & Gansevoort St,W 10 St & Washington St,883.0
261466,Water St & Fletcher St,Water St & Fletcher St,882.0
185388,North Moore St & Greenwich St,West Thames St,882.0
125842,E 68 St & 3 Ave,E 72 St & York Ave,881.0
135338,FDR Drive & E 35 St,E 47 St & Park Ave,881.0
244362,W 34 St & 11 Ave,W 54 St & 11 Ave,881.0
244346,W 34 St & 11 Ave,W 44 St & 11 Ave,879.0
248749,W 46 St & 11 Ave,W 46 St & 11 Ave,878.0
261304,Water St & Fletcher St,South St & Gouverneur Ln,878.0
98531,Driggs Ave & N 9 St,Milton St & Franklin St,877.0
1418,1 Ave & E 30 St,E 39 St & 2 Ave,877.0
265368,West St & Chambers St,Carmine St & 6 Ave,877.0
68873,Broadway & W 41 St,W 44 St & 11 Ave,875.0
191950,Pier 40 - Hudson River Park,W 22 St & 10 Ave,874.0
197793,Queens Plaza North & Crescent St,46 Ave & 5 St,874.0
8979,11 Ave & W 27 St,West St & Liberty St,873.0
206643,Riverside Dr & W 91 St,Riverside Dr & W 82 St,871.0
265352,West St & Chambers St,Bus Slip & State St,871.0
129233,E 82 St & East End Ave,E 81 St & York Ave,871.0
85102,Clinton St & Grand St,South St & Pike St,871.0
1039,1 Ave & E 30 St,2 Ave & E 31 St,869.0
199885,Riverside Blvd & W 67 St,10 Ave & W 14 St,869.0
209128,S 4 St & Wythe Ave,N 12 St & Bedford Ave,867.0
14441,2 Ave & E 96 St,1 Ave & E 110 St,867.0
131065,E 89 St & York Ave,E 88 St & 1 Ave,864.0
245852,W 4 St & 7 Ave S,West St & Chambers St,863.0
22349,31 Ave & 14 St,31 St & Broadway,863.0
194588,Pleasant Ave & E 116 St,1 Ave & E 110 St,863.0
236477,W 16 St & The High Line,10 Ave & W 28 St,862.0
117326,E 44 St & Lexington Ave,E 47 St & 1 Ave,858.0
265958,West St & Chambers St,Vesey Pl & River Terrace,857.0
23284,31 St & 23 Ave,Ditmars Blvd & 19 St,856.0
71168,Brooklyn Bridge Park - Pier 2,Old Fulton St,854.0
203950,Riverside Dr & W 72 St,Amsterdam Ave & W 73 St,853.0
185096,North Moore St & Greenwich St,Lispenard St & Broadway,853.0
4307,1 Ave & E 68 St,E 72 St & York Ave,853.0
168461,Little West St & 1 Pl,Murray St & Greenwich St,852.0
74896,Carmine St & 6 Ave,Greenwich St & W Houston St,852.0
54081,Ave A & E 14 St,E 20 St & FDR Dr,850.0
113264,E 25 St & 1 Ave,1 Ave & E 39 St,848.0
10192,12 Ave & W 40 St,11 Ave & W 59 St,846.0
272596,Wythe Ave & Metropolitan Ave,Metropolitan Ave & Meeker Ave,845.0
228082,Vernon Blvd & 50 Ave,Center Blvd & 48 Ave,844.0
73656,Canal St & Rutgers St,Clinton St & Cherry St,843.0
272495,Wythe Ave & Metropolitan Ave,Huron St & Franklin St,842.0
160337,Kent Ave & N 7 St,Wythe Ave & Metropolitan Ave,841.0
168722,Little West St & 1 Pl,West Thames St,841.0
266755,West St & Liberty St,Murray St & Greenwich St,841.0
247008,W 44 St & 11 Ave,6 Ave & W 45 St,840.0
129948,E 85 St & 3 Ave,E 72 St & York Ave,839.0
247708,W 44 St & 11 Ave,W 54 St & 11 Ave,839.0
98587,Driggs Ave & N 9 St,Wythe Ave & Metropolitan Ave,838.0
265316,West St & Chambers St,Broadway & Battery Pl,838.0
9265,11 Ave & W 59 St,W 34 St & 11 Ave,837.0
119508,E 51 St & 1 Ave,1 Ave & E 68 St,835.0
230630,W 10 St & Washington St,West St & Chambers St,835.0
242956,W 30 St & 10 Ave,10 Ave & W 14 St,834.0
111977,E 20 St & FDR Dr,E 27 St & 1 Ave,834.0
134951,FDR Drive & E 35 St,2 Ave & E 31 St,834.0
126707,E 72 St & York Ave,5 Ave & E 72 St,831.0
178750,Morton St & Washington St,West St & Chambers St,830.0
107278,E 14 St & 1 Ave,E 33 St & 1 Ave,830.0
127084,E 72 St & York Ave,E 91 St & 2 Ave,829.0
113124,E 23 St & 1 Ave,1 Ave & E 39 St,827.0
266950,West St & Liberty St,W 30 St & 10 Ave,826.0
209102,S 4 St & Wythe Ave,Milton St & Franklin St,825.0
265121,West St & Chambers St,11 Ave & W 41 St,825.0
9425,12 Ave & W 125 St,12 Ave & W 40 St,825.0
115005,E 33 St & 1 Ave,E 44 St & Lexington Ave,825.0
129650,E 84 St & 1 Ave,E 72 St & York Ave,825.0
63818,Broad St & Bridge St,Broad St & Bridge St,824.0
154337,Huron St & Franklin St,Milton St & Franklin St,824.0
64603,Broadway & 12 St,31 St & Broadway,824.0
43528,8 Ave & W 33 St,W 44 St & 11 Ave,824.0
262290,Water St & Gouverneur Ln,Water St & Gouverneur Ln,823.0
247673,W 44 St & 11 Ave,W 34 St &\tHudson Blvd E,823.0
258998,Washington St & Barrow St,West St & Chambers St,821.0
96884,Dock St & Front St,Dock St & Front St,821.0
42030,7 Ave S & Bleecker St,West St & Chambers St,820.0
205468,Riverside Dr & W 82 St,Amsterdam Ave & W 73 St,820.0
205902,Riverside Dr & W 82 St,Riverside Blvd & W 67 St,820.0
180274,Murray St & Greenwich St,Little West St & 1 Pl,820.0
259497,Washington St & Gansevoort St,Greenwich Ave & 8 Ave,820.0
2416,1 Ave & E 39 St,E 58 St & 1 Ave (NW Corner),819.0
201378,Riverside Dr & W 104 St,Riverside Dr & W 72 St,819.0
11042,12 Ave & W 40 St,W 20 St & 10 Ave,818.0
229689,Vesey Pl & River Terrace,West St & Liberty St,817.0
247700,W 44 St & 11 Ave,W 49 St & 8 Ave,816.0
267596,West Thames St,North Moore St & Greenwich St,815.0
61151,Berry St & N 8 St,India St Pier,813.0
72242,Bus Slip & State St,West St & Liberty St,812.0
159519,Kent Ave & N 7 St,Bayard St & Leonard St,812.0
14489,2 Ave & E 96 St,E 106 St & 1 Ave,812.0
247019,W 44 St & 11 Ave,8 Ave & W 49 St,812.0
200514,Riverside Blvd & W 67 St,Riverside Dr & W 82 St,811.0
206641,Riverside Dr & W 91 St,Riverside Dr & W 72 St,810.0
209215,S 4 St & Wythe Ave,S 3 St & Bedford Ave,809.0
154372,Huron St & Franklin St,Vernon Blvd & 50 Ave,808.0
259818,Washington St & Gansevoort St,W 4 St & 7 Ave S,807.0
237227,W 16 St & The High Line,W 22 St & 10 Ave,807.0
234872,W 15 St & 10 Ave,12 Ave & W 40 St,806.0
142612,Fulton St & Adams St,Atlantic Ave & Furman St,804.0
223310,Union Ave & N 12 St,Milton St & Franklin St,804.0
176227,Milton St & Franklin St,N 11 St & Kent Ave,804.0
191778,Pier 40 - Hudson River Park,North Moore St & Greenwich St,803.0
205159,Riverside Dr & W 78 St,Riverside Dr & W 78 St,802.0
244407,W 34 St & 11 Ave,West End Ave & W 60 St,801.0
260375,Washington St & Laight St,North Moore St & Greenwich St,799.0
82070,Christopher St & Greenwich St,West St & Liberty St,798.0
114536,E 33 St & 1 Ave,1 Ave & E 44 St,797.0
236485,W 16 St & The High Line,12 Ave & W 40 St,796.0
55550,Avenue D & E 10 St,Avenue D & E 10 St,795.0
54253,Ave D & E 8 St,Ave D & E 8 St,794.0
249427,W 49 St & 8 Ave,W 44 St & 11 Ave,793.0
214037,South St & Gouverneur Ln,West St & Chambers St,793.0
52376,Astoria Park S & Shore Blvd,31 St & Astoria Blvd,792.0
242685,W 27 St & 7 Ave,11 Ave & W 27 St,792.0
114996,E 33 St & 1 Ave,E 39 St & Lexington Ave,792.0
444,1 Ave & E 110 St,Lenox Ave & W 111 St,791.0
266643,West St & Liberty St,Greenwich St & W Houston St,791.0
0,1 Ave & E 110 St,1 Ave & E 110 St,791.0
272627,Wythe Ave & Metropolitan Ave,N 12 St & Bedford Ave,791.0
107227,E 14 St & 1 Ave,1 Ave & E 30 St,790.0
266056,West St & Chambers St,W 54 St & 11 Ave,790.0
8093,11 Ave & W 27 St,10 Ave & W 28 St,789.0
256575,Wards Meadow Comfort Station,E 102 St & 1 Ave,788.0
23651,31 St & Newtown Ave,27 Ave & 9 St,787.0
265984,West St & Chambers St,W 15 St & 10 Ave,786.0
246919,W 44 St & 11 Ave,12 Ave & W 40 St,786.0
1963,1 Ave & E 39 St,2 Ave & E 31 St,785.0
192890,Pike St & Monroe St,Pike St & Monroe St,785.0
51495,Amsterdam Ave & W 66 St,W 64 St & Thelonious Monk Circle,785.0
266777,West St & Liberty St,Old Slip & South St,785.0
111560,E 20 St & 2 Ave,E 20 St & FDR Dr,785.0
242957,W 30 St & 10 Ave,11 Ave & W 27 St,785.0
247691,W 44 St & 11 Ave,W 43 St & 10 Ave,784.0
248726,W 46 St & 11 Ave,W 34 St & 11 Ave,784.0
6184,10 Ave & W 14 St,North Moore St & Greenwich St,783.0
165653,Lexington Ave & E 111 St,1 Ave & E 110 St,783.0
3413,1 Ave & E 44 St,E 51 St & 1 Ave,783.0
149984,Greenwich St & W Houston St,West St & Liberty St,782.0
133322,East End Ave & E 86 St,E 85 St & York Ave,781.0
244169,W 34 St & 11 Ave,Pier 40 - Hudson River Park,781.0
5547,10 Ave & W 14 St,11 Ave & W 41 St,780.0
272094,Wythe Ave & Metropolitan Ave,Bedford Ave & Nassau Ave,780.0
204649,Riverside Dr & W 72 St,West End Ave & W 60 St,780.0
200726,Riverside Blvd & W 67 St,West St & Chambers St,779.0
135336,FDR Drive & E 35 St,E 47 St & 1 Ave,779.0
114962,E 33 St & 1 Ave,E 14 St & 1 Ave,778.0
184604,North Moore St & Greenwich St,10 Ave & W 14 St,778.0
265904,West St & Chambers St,South St & Whitehall St,776.0
252359,W 64 St & Thelonious Monk Circle,Broadway & W 58 St,776.0
241590,W 22 St & 8 Ave,11 Ave & W 27 St,775.0
265818,West St & Chambers St,North Moore St & Greenwich St,774.0
205910,Riverside Dr & W 82 St,Riverside Dr & W 78 St,774.0
224640,University Pl & E 14 St,Washington St & Gansevoort St,774.0
191903,Pier 40 - Hudson River Park,Vesey Pl & River Terrace,773.0
4310,1 Ave & E 68 St,E 89 St & York Ave,773.0
229577,Vesey Pl & River Terrace,W 16 St & The High Line,772.0
259109,Washington St & Gansevoort St,8 Ave & W 16 St,772.0
120894,E 53 St & Lexington Ave,E 54 St & 1 Ave,771.0
61104,Berry St & N 8 St,Banker St & Meserole Ave,770.0
136717,Flushing Ave & Vanderbilt Ave,Jay St & York St,769.0
24662,34th Ave & Vernon Blvd,21 St & Queens Plaza North,769.0
130323,E 88 St & 1 Ave,E 72 St & York Ave,769.0
178501,Morton St & Washington St,Morton St & Washington St,768.0
235683,W 15 St & 10 Ave,West St & Liberty St,767.0
264690,West End Ave & W 60 St,Riverside Blvd & W 67 St,767.0
175882,Milton St & Franklin St,Driggs Ave & N 9 St,767.0
114723,E 33 St & 1 Ave,8 Ave & W 38 St,767.0
88948,Columbus Ave & W 72 St,W 64 St & Thelonious Monk Circle,766.0
10194,12 Ave & W 40 St,12 Ave & W 125 St,765.0
180336,Murray St & Greenwich St,West St & Liberty St,765.0
259150,Washington St & Gansevoort St,Bank St & Washington St,764.0
138719,Franklin St & Dupont St,Greenpoint Ave & Manhattan Ave,764.0
174233,Metropolitan Ave & Bedford Ave,Milton St & Franklin St,764.0
264071,Watts St & Greenwich St,West St & Chambers St,764.0
111969,E 20 St & FDR Dr,E 20 St & 2 Ave,763.0
245846,W 4 St & 7 Ave S,Washington St & Gansevoort St,763.0
31349,46 Ave & 5 St,Queens Plaza North & Crescent St,763.0
148033,Greenwich Ave & 8 Ave,Washington St & Gansevoort St,762.0
131058,E 89 St & York Ave,E 81 St & York Ave,762.0
130702,E 89 St & York Ave,2 Ave & E 72 St,762.0
241445,W 22 St & 10 Ave,12 Ave & W 40 St,761.0
230558,W 10 St & Washington St,W 4 St & 7 Ave S,760.0
243572,W 34 St & 11 Ave,11 Ave & W 59 St,759.0
10191,12 Ave & W 40 St,11 Ave & W 41 St,759.0
76464,Catherine St & Monroe St,Catherine St & Monroe St,758.0
168479,Little West St & 1 Pl,North Moore St & Greenwich St,758.0
259876,Washington St & Gansevoort St,Washington St & Barrow St,758.0
180335,Murray St & Greenwich St,West St & Chambers St,758.0
184806,North Moore St & Greenwich St,Centre St & Chambers St,758.0
70129,Bronx Shore Comfort Station,Bronx Shore Comfort Station,758.0
113188,E 23 St & 1 Ave,FDR Drive & E 35 St,757.0
155117,India St & Manhattan Ave,Wythe Ave & Metropolitan Ave,757.0
8101,11 Ave & W 27 St,12 Ave & W 40 St,757.0
112071,E 20 St & FDR Dr,FDR Drive & E 35 St,757.0
81998,Christopher St & Greenwich St,Greenwich St & Hubert St,756.0
235562,W 15 St & 10 Ave,W 15 St & 10 Ave,755.0
118507,E 47 St & 2 Ave,FDR Drive & E 35 St,755.0
252360,W 64 St & Thelonious Monk Circle,Broadway & W 61 St,755.0
153966,Hudson St & Reade St,Vesey Pl & River Terrace,755.0
244506,W 34 St &\tHudson Blvd E,11 Ave & W 27 St,754.0
3404,1 Ave & E 44 St,E 47 St & 1 Ave,753.0
84385,Clinton St & Cherry St,Canal St & Rutgers St,753.0
239944,W 181 St & Riverside Dr,W 181 St & Riverside Dr,753.0
53131,Atlantic Ave & Furman St,Carroll St & Columbia St,753.0
14030,2 Ave & E 31 St,E 33 St & 1 Ave,752.0
240790,W 21 St & 6 Ave,11 Ave & W 27 St,752.0
262466,Water St & Main St,Atlantic Ave & Furman St,752.0
192545,Pike St & Monroe St,Clinton St & Grand St,751.0
40120,6 Ave & W 33 St,1 Ave & E 30 St,750.0
247007,W 44 St & 11 Ave,6 Ave & W 34 St,750.0
272749,Wythe Ave & Metropolitan Ave,Stagg St & Union Ave,749.0
253101,W 67 St & Broadway,Riverside Blvd & W 67 St,748.0
133339,East End Ave & E 86 St,East End Ave & E 86 St,748.0
11150,12 Ave & W 40 St,West End Ave & W 60 St,747.0
114532,E 33 St & 1 Ave,1 Ave & E 16 St,747.0
133320,East End Ave & E 86 St,E 85 St & 3 Ave,746.0
8880,11 Ave & W 27 St,W 25 St & 6 Ave,746.0
113034,E 22 St & 2 Ave,E 33 St & 1 Ave,746.0
229311,Vesey Pl & River Terrace,Greenwich St & Hubert St,744.0
43527,8 Ave & W 33 St,W 34 St & 11 Ave,744.0
247696,W 44 St & 11 Ave,W 47 St & 10 Ave,744.0
155101,India St & Manhattan Ave,Vernon Blvd & 50 Ave,744.0
265973,West St & Chambers St,W 12 St & Hudson St,743.0
60074,Bedford Ave & Nassau Ave,Kent Ave & N 7 St,743.0
77834,Center Blvd & 48 Ave,Center Blvd & 48 Ave,743.0
230499,W 10 St & Washington St,W 10 St & Washington St,743.0
252407,W 64 St & Thelonious Monk Circle,Columbus Ave & W 72 St,743.0
272594,Wythe Ave & Metropolitan Ave,Meserole Ave & Manhattan Ave,742.0
138828,Franklin St & Dupont St,McGuinness Blvd & Eagle St,742.0
160041,Kent Ave & N 7 St,N 6 St & Bedford Ave,742.0
246877,W 43 St & 10 Ave,W 44 St & 11 Ave,741.0
189227,Pearl St & Hanover Square,Pearl St & Hanover Square,739.0
183137,N 6 St & Bedford Ave,India St Pier,739.0
121588,E 54 St & 1 Ave,E 44 St & Lexington Ave,739.0
156500,Jackson Ave & 46 Rd,Center Blvd & 48 Ave,739.0
182127,N 12 St & Bedford Ave,S 4 St & Wythe Ave,738.0
43228,8 Ave & W 31 St,11 Ave & W 27 St,737.0
69604,Broadway & W 58 St,W 64 St & Thelonious Monk Circle,737.0
246290,W 42 St & 6 Ave,12 Ave & W 40 St,736.0
252142,W 63 St & Broadway,W 64 St & Thelonious Monk Circle,735.0
159547,Kent Ave & N 7 St,Broadway & Berry St,735.0
114809,E 33 St & 1 Ave,Broadway & W 29 St,735.0
3424,1 Ave & E 44 St,E 58 St & 1 Ave (NW Corner),734.0
130599,E 89 St & 3 Ave,E 89 St & York Ave,733.0
182089,N 12 St & Bedford Ave,Franklin St & Dupont St,733.0
201380,Riverside Dr & W 104 St,Riverside Dr & W 82 St,732.0
180314,Murray St & Greenwich St,Vesey Pl & River Terrace,732.0
6464,10 Ave & W 14 St,West Thames St,732.0
53690,Atlantic Ave & Furman St,Water St & Main St,731.0
200129,Riverside Blvd & W 67 St,Columbus Ave & W 72 St,731.0
135325,FDR Drive & E 35 St,E 39 St & Lexington Ave,731.0
81689,Cherry St,Norfolk St & Broome St,730.0
11728,19 St & 24 Ave,31 St & Hoyt Ave N,730.0
155054,India St & Manhattan Ave,India St Pier,729.0
45039,9 Ave & W 45 St,W 44 St & 11 Ave,729.0
68183,Broadway & W 29 St,1 Ave & E 30 St,729.0
266005,West St & Chambers St,W 21 St & 6 Ave,728.0
54252,Ave D & E 8 St,Ave A & E 14 St,728.0
204434,Riverside Dr & W 72 St,Riverside Dr & W 78 St,728.0
65176,Broadway & Battery Pl,Vesey Pl & River Terrace,727.0
176026,Milton St & Franklin St,Franklin St & Dupont St,725.0
252175,W 64 St & Thelonious Monk Circle,12 Ave & W 40 St,725.0
229000,Vesey Pl & River Terrace,Broadway & Battery Pl,724.0
180282,Murray St & Greenwich St,North Moore St & Greenwich St,724.0
715,1 Ave & E 16 St,1 Ave & E 39 St,723.0
265822,West St & Chambers St,Old Slip & South St,723.0
243084,W 30 St & 10 Ave,West St & Liberty St,723.0
101021,E 102 St & 1 Ave,2 Ave & E 99 St,722.0
81938,Christopher St & Greenwich St,10 Ave & W 14 St,722.0
81382,Cherry St,Cherry St,721.0
114984,E 33 St & 1 Ave,E 25 St & 2 Ave,721.0
47641,Albany St & Greenwich St,North Moore St & Greenwich St,720.0
229557,Vesey Pl & River Terrace,Vesey St & Church St,720.0
102086,E 106 St & 1 Ave,E 103 St & Lexington Ave,719.0
272714,Wythe Ave & Metropolitan Ave,S 3 St & Bedford Ave,718.0
266393,West St & Liberty St,Christopher St & Greenwich St,718.0
76243,Cathedral Pkwy & Broadway,Riverside Dr & W 104 St,717.0
191958,Pier 40 - Hudson River Park,W 30 St & 10 Ave,717.0
264731,West End Ave & W 60 St,West St & Chambers St,717.0
211572,Shore Blvd & Astoria Park,Astoria Park S & Shore Blvd,717.0
40695,6 Ave & Walker St,North Moore St & Greenwich St,716.0
82014,Christopher St & Greenwich St,North Moore St & Greenwich St,716.0
102818,E 11 St & 1 Ave,E 33 St & 1 Ave,716.0
142725,Fulton St & Adams St,Water St & Main St,714.0
212514,Smith St & 9 St,Sigourney St & Columbia St,714.0
215353,South St & Whitehall St,Little West St & 1 Pl,713.0
129952,E 85 St & 3 Ave,East End Ave & E 86 St,712.0
4415,1 Ave & E 78 St,1 Ave & E 94 St,712.0
75805,Carroll St & Columbia St,Atlantic Ave & Furman St,712.0
129588,E 84 St & 1 Ave,1 Ave & E 94 St,711.0
251077,W 54 St & 11 Ave,West St & Chambers St,710.0
191962,Pier 40 - Hudson River Park,W 34 St & 11 Ave,709.0
259793,Washington St & Gansevoort St,W 22 St & 10 Ave,709.0
117175,E 44 St & 2 Ave,E 33 St & 1 Ave,708.0
53186,Atlantic Ave & Furman St,Congress St & Clinton St,707.0
213908,South St & Gouverneur Ln,Vesey Pl & River Terrace,707.0
61220,Berry St & N 8 St,Wythe Ave & Metropolitan Ave,706.0
229859,Vesey St & Church St,West St & Chambers St,706.0
116793,E 41 St & Madison Ave (SE corner),FDR Drive & E 35 St,706.0
65292,Broadway & Berry St,Kent Ave & N 7 St,704.0
250943,W 54 St & 11 Ave,10 Ave & W 14 St,704.0
1423,1 Ave & E 30 St,E 40 St & Park Ave,704.0
114959,E 33 St & 1 Ave,E 13 St & 2 Ave,703.0
220261,Stanton St & Mangin St,Stanton St & Mangin St,702.0
51620,Amsterdam Ave & W 73 St,Riverside Dr & W 72 St,701.0
6397,10 Ave & W 14 St,W 44 St & 11 Ave,701.0
51622,Amsterdam Ave & W 73 St,Riverside Dr & W 82 St,700.0
127628,E 74 St & 1 Ave,E 72 St & York Ave,698.0
176931,Montague St & Clinton St,Columbia Heights & Cranberry St,698.0
117554,E 47 St & 1 Ave,1 Ave & E 62 St,698.0
172538,Market St & Cherry St,Market St & Cherry St,698.0
272595,Wythe Ave & Metropolitan Ave,Metropolitan Ave & Bedford Ave,698.0
42972,8 Ave & W 16 St,W 15 St & 10 Ave,697.0
113176,E 23 St & 1 Ave,E 20 St & FDR Dr,697.0
149702,Greenwich St & W Houston St,Morton St & Washington St,696.0
272102,Wythe Ave & Metropolitan Ave,Berry St & N 8 St,695.0
65570,Broadway & E 19 St,E 20 St & FDR Dr,695.0
83956,Clinton Ave & Myrtle Ave,Dock 72 Way & Market St,695.0
